file,start,end,predicted
audio/msBJmcs-flY.wav,623.0,652.8,ali mi sli d ti treba budemo svesni da je naš gradonačelnik gradonačelnik onoliko dugo dok se ne zameri svom šefu stranki i dok on odozgo ne da naređenje da njegovi da članovi partije na lokalu izglasaju smenu gradonačelnika zato što ga mi ne biramo imenom i preziva vi predlažete praktičnu personalizaciju izbora odnosno nisam siguran da azumjem da li vi predlažete tzv većinski izborni sistem nza decentralizaciju
audio/msBJmcs-flY.wav,652.8,679.9,baš zbog zelok tog mešetarenja oko različitih sistema je zauzela jedan priestup koji se najbliži expertsk mi e favorizujemo niti jedan izborni sistem da bismo došli do toga da napravimo nešto što objektivno možeizmeriti demokratiju mi imamo napravili smo atematički model koji zovemo od milo šete edi to je instrument koji jednostavno može da odredi koliko je dobar
audio/msBJmcs-flY.wav,679.9,706.0,pojedini izborni sistem bazirajući se na ustavu srbije zakonima i pozitivnoj praksi eumeri četr ključna elemente koji se sasnivali na teritorijalnoj zastupljenosti rodnoj ravnopravnosti pravu manjina i odgovornosti političara i daje opto mi smo ocjenili trenutni sistem koji je vrlo loš možee na našem sajeto vitekako to izgleda
audio/msBJmcs-flY.wav,706.0,731.5,i imamo eksperte što je opet niška priča sa pravnog fakulteta donišu imamo dva eksperta za pravo koji su u okviru našeg programa uradili tri različita prijedloga izbornih sistema jedan od njih e mješoviti dva su proporciala sa različitim brojem izbornih jedinicasistem ne tu se javlj problem ne postoji idealni izborni sistem ako se ide prema većinskom
audio/msBJmcs-flY.wav,731.5,760.2,dobije se odlične ocene što se tiče odgovornosti i direktno i zastupljenosti građana ali s druge strane postoje veliki problemi kako obezbediti rodnoravnopravnost i kako obezbediti zastupljenost manjina s druge strane kada imo proporcionalni imamo trebalo bi barem tehnički da imamo tačni u raspodjelu mandata u odnosu na procente kako su ljudi glasali što nije slučaj sa većinskim ali mnogo lakše se obezbeđuju
audio/msBJmcs-flY.wav,760.2,787.9,ta neka prava manjina i zastupljenost i rodno ravnopravnost tako da o je toliko kompleksna teorije i ako pomerite jednu tačkicu na jednu stranu ceoasistem se ruši mora da se računa od početka baš zbog toga smo mi napravili te matematički model i pozvali smo sve partije i sve zainteresovane pojedince da nam dostave poslali smo svim partijama koje su u skupštini iznijeli njihove prijedloge i jedino sdsa nam je poslao natrag njihovu
audio/msBJmcs-flY.wav,787.9,814.8,njihov prijedlog koji smo im vratili natrag uzz određene sugestije jer pojedine elemente izbornog novog izbornog sistema nisu uzeli u obzir tako da su bili loše ocjenjeni opet da se vratim ed nije tu da sada nekom natrlja na os lošesu radio ne značni nego poenta da svaka partija kada izaljm svojim prijedlogom i obrati se nama dobije i prijedloge za poboljšanje
audio/msBJmcs-flY.wav,814.8,844.1,jer nitko nije najpametniji nitko ne zna sve možda će netko predložiti pojedini element novog sistema koje naši eksperti nisu uzeli u obzir samo za kraj kratko sam e tiao da vas pitam praktično izmjenom izbornog zakona kao što ste rekli jedan od razloga za izmjenu i decentralizacija jer trenutno ako ne grešim imamo više od polovine opštine u srbiji nema svog narodnog poslonika nema poslanika koji dolaze iz tih opština i praktično milijun i pol građana srbije nema
audio/msBJmcs-flY.wav,844.1,873.2,čovjek  ko ja predstavlja odnosno već od 200 nije imalo da budem precizniji šta se dešava opet još jedan podatak od 204. jug srbije nije imao ministra u vladi jedan od čestih odgovora je mi biramo stručnost nije nam bitno da ti ljudi dolaze pa valjdamislim neki zaključak ji dana jug srbije nema kvalitetnih kadrova ako dođe do te decentralizacije
audio/msBJmcs-flY.wav,873.2,901.7,gdje bi trebalo onda veći broj ljudi iz istočne srbije centralne zapadne kako god da li mislite da tu ima kvalitetnih ljudi odnosno može li da se desi da u parlamentu onda uđu možda manje stručni ljudi to je jedna od stalnih tema razgovora kada neformalno pričamo sa poslanicima jer postoje određeni zatvoreni krugovi političara koji jednostavno ne dozvoljavaju sežoj krvi duđe unutra
audio/msBJmcs-flY.wav,901.7,930.8,mi smo najbolji primjer da postoji pamet i van beograda imali 2004. kada smo imali direktni izbori za gradonačelnika i tada i u skoro 30 slučajeva su bili izabrani ljudi koji su bili nezavisni kandidati već sljedeći put partije su vidjeli koliko je to opasno po njih i oni su jednostavno promjenili zakon i asimilirali sve te nezavisni a ati svoje redove znači nisu ih odbacili svemu par slučajeva uglavnom su sve njih primili znači da postoji život i pamet van partija što je
audio/msBJmcs-flY.wav,930.8,957.8,opšta činjenica i da ja mislim da mi moramo da napustimo taj sistem koji se propagira iz beograda da je zemlja centar sveta a da se sunci sve ostalo okreće ko je znači ništa se ne okreći oko beograda svi imamo svoje mehanike i svoje tehnologije dokaz da postoje pametni ljudi vam beograda smo i mi ovdje i taj pravni tim koji je napravio prijedlog koji je bio daleko bolji od svih prijedloga koje smo mi do sada vidjeli a da ne pričam da
audio/msBJmcs-flY.wav,957.8,986.4,za neke druge stvari koje postoje u ovom gradu ako jednostavno iz beograda ne žele da se čuju jer suština se svodi na jedno kad im kažem obično da milijun i 200 hilada ljudi nema svog predstavnika trenutno neračuno kao statu ima oko 105 do 200 hiada ljudi koji se vode kao građani srbije oni kažu pa dobro pa šta ne kažem ok grad beograd bez okolnih ima milijun i 200 hilaradi ajde da ukinemo gradu u beogradu
audio/msBJmcs-flY.wav,986.4,1011.7,poslanik je slijedeća d2 ti mandata da nema ni jedan pa da vidimo kakvav je bila raspodjela da li bi i onda jedan zanimi podatak daod od stvarenih investicija u 204. region beograda mi imamo četiri regiona region beogradeje uzeo 506 pet puta više od regiona juga i istoka srbije kome mi pripadamo a ima isti broj stanovnikalcijaesa jugaa uvijek sve kreće sa juga
audio/msBJmcs-flY.wav,1011.7,1034.0,pa ja mislim i ovog puta mi smo 96 pokazali da imamo ideje a i sada smo krenuli sa jednom inicijativom koja se sve više prepoznaje kao jedna legitimna i vrlo kvalitetnije inicijativa za promjenu izbornog zakonaahvala m što ste bili naš gost razgovarali smo sa danim lomdašćem iz nacionalne koalicije za decentralizaciju moi ime peđa vlagović a ovo je bila emisija 15 minua
audio/p8YqI2w-r9Y.wav,12.6,41.5,sljedeći e ovom mistom studiju član gradskog veća nišča milo banur kritikua je rad direktor javnih produzeća iz svog resora već narednog dana radnog je praktično kažnjeno oduzimanjem djela resora gosodine gašiću je se ne plašite možda da ćete jako i vi budete netko kritiku ali biti na neki način kažnjeni
audio/p8YqI2w-r9Y.wav,41.5,64.5,prema politici drugi odnos prema građanima prvo malo mi je čudno kao bivšim gradonačelniku da mi ta čudna odrednica član gradskog veća već se zadužen za nešto sjčana vi gradskog veća su zaduženi za komplatno funkcionisanje grada a ne postoji čak ofeuima  dobro alipo gradovima ne samo nižua ali  nema tu da obe na neke feude
audio/p8YqI2w-r9Y.wav,64.5,90.1,član gradskog veća glasa i za sport glasa i za kulturu glasa i za komunalne usluge i glasa i zacjeljnesi znači tu nema te daope da bi netko bio to za obrazovanje pa da bi samo se bavio time u gradsko veću prosto  čini mi se da sako sebi da je za pravo da ono što mu se najviše sjiđuji i da bie radio na svojoj promociji i da to i priče znate ne znam
audio/p8YqI2w-r9Y.wav,90.1,117.5,ko on ije mogu da bude izbačeni iz gradskog veća još uvijek člvan gradskog veću jeli tako znači to su po meni priče koje služe samo za neku dnevnu politiku da bi neko nadogodnjavanje i vidjeti sami i mi priznajemo u srpskoj naprevenoj stranci i kad imamo problem i u samoj stranici vi priznajemo i kad dođe do određenih ne suglasica između našeg članova ali ono što nčemu jesmo podnosili jeste da srpskoapvna stranka jei
audio/p8YqI2w-r9Y.wav,117.5,139.6,na ime mnogo ljudio stranka sa najviše članova ta i preko 500 hilijadi ljudi sigurno dolaze do raznihh azmeilažene taoda uposadcauplatno situaciju u radu mišu d apsolutno podrškuku doačilikniše ima svoe stranke da neke stvari koje su iš nogo godinu onaa rađene aarado ispravi i da išu i građani niša
audio/p8YqI2w-r9Y.wav,139.6,169.1,krenu dožive nago bolje dobro sada se vratimo sa ova konkretne slučaj formalno obrazloženje u pravo gradu načelnika je bila da je većnik izgubio svoju objektivnost time što je javno kritikovao rad direktora preduzeće iz svog resora da li to znači da on ebione bi izgubio vobjektivnost di ih i hvalio pa pazite da kaže uustar prvo opet se vraćamo na ono njegovih resora pitanje za to gradskog većnika jeste da li glasate kad je u pitanju obrazovanjai
audio/p8YqI2w-r9Y.wav,169.1,193.5,glasati da li glasate kada je sport upi glasati znači i to je vaš resor gradsko već je formirano kao jedna mala vlada gradske uprave i ona donosi ako važda odluka i ne može da on može da bude izvestilacs možda po pitanjima komunalnih usu načega nikad nitku u srpskoj napranojstranici nije imamo problem zato što je kritiku onašlo pa i ja sam prvi kritiku vašeg direktoru votovoda
audio/p8YqI2w-r9Y.wav,193.5,221.9,pa ja sam prvi izašao u mediji rekao da ne može da bude na šst funkciju o d jedno i da moraone da ali on je dalje 15. septembar je jako blizu zna se šta je glavni odbor stranke donioro zna se šta je predsjednik stranke od nas svi tražio šta je donio glavni odbor glavni odbor stranke je donio prvo je predsjedništvo stranke predložilo glavnom odboru ss odluka da svi funkcioneri srpske napravne stranke izaberu na kojoj funkciji žele da budu jedan čovjek jedna funkcija jedna plata
audio/p8YqI2w-r9Y.wav,221.9,246.3,jasno smo to rekli svima i svim medijima smo postaglito da li smo ro do 15 septembra 157eptembra izvršni odbor ima zadatak da obavjesti predsjedništvo stranke i na sljedećem glavnom odboru svi oni koji nisu ispoštovali odluke najviše orne stranke bitć isklučene strankeda li postoji mogućnost da netko od funkcionera kaže koja obavljaju znači nekod funkcionar koja obavljaju dvije plaćene funkcije ili više plaćene funkcije da kažu
audio/p8YqI2w-r9Y.wav,246.3,273.7,mi više nećemo da primamo platu za te funkcije ili da kažu mi ostajemo na tim funkcijama a platu ćemo davati humanitarne svrhe da li je toponda to nije tie što je cilj srpske naprede stranke prvo sa tim je bio da veliki broj mladih srpska napredna stranka prvo morate da znate strukturu srpske naprijede stranke i mislim da se malo se ljudi uključivalo u tu ošt sada gleda strukturu počeli su u startu da to povezuju sa srpskom raalnom strankom
audio/p8YqI2w-r9Y.wav,273.7,299.7,znači srpska napredna stranka 60 svog sčlanstva su ljudi koji nisu ili ni u jednoj političkoj stranci sppsrane ostalo su ljudi koji su došli naravno veći brojo iz srpske radikalne stranke jedan broj je došao iz ostalih stranaka tako da 60 i težišne stranke jesu ljudi koji nisu bili politički angažovani u jednoj političkoj stranci to je prvo drugo preko 50 su mladi ljudi
audio/p8YqI2w-r9Y.wav,299.7,327.4,mladi ljudi koji su sebe svoju budućnost idjeli angaživanju srpskoj naprednostranci i želeda srpska napredna stranka dođe i bude toštlo u danas jest u srbi to pokazuje naravno i zadnji izbori mjdepeku da povjerenje narodu reforme u sve ovo što radi naš predsjednik aleksandar ručić i sama vlada postoji veliku utemeljenje narodu i prostor to su na tim izborim pokazali začiali što se tiče funkcija što se funkcija tiče živa stvar
audio/p8YqI2w-r9Y.wav,327.4,355.7,nema tu primam dve znači namjera nam je bila da se što veći broj dobrih kvalitetnijih ljudi serpske prdne stranke uključuju sve organe državne u upravnim odborima preduzeća ustanova da tu uče i da stada mogu i da dđdo vode ta preduzeće ili da budu nagažue neki drugih funkcijaa znači nije želja nije pitanje novac naravni novac je pitanju kada netko jako teško živi a auserbij se teško živi a da vi primate dvije plate
audio/p8YqI2w-r9Y.wav,355.7,384.7,bez obzira što vi želite to sutra da poklonite nekome morate da se odreknee jedne plate da ne primate jedne funkcije da bi tu došalo nekko od mladih ljudi i da može oda ri da počete stvar svoj dakle neće biti prihvatljivo to da se netko odrekne samo plate i da kaže ide u humanitarnoj svrhi ili da volontira a da ostane na fmo one funkcije koje su po da kažem u slono po službenoj dužnosti a ja sam kao ministar obrane u upravnom odboru
audio/p8YqI2w-r9Y.wav,384.7,414.4,kontrole saborće avio sabrće i ministar lihajlovićja mstratić to je po službenoj dužnosti što smo tamo  mi smo se odrekli naših plate tamo mi ne primamo tao vimamo ministarske plate i odrekli smo se tih primjanja tamo koji se a o ministarsk taov stvari možei ako imamo slučajevo sada npr unišujemo troje poslanika isrpske napredne stranki koji su istovremeno na javnim funkcijama visokim javnim funkcijama na nivou grada
audio/p8YqI2w-r9Y.wav,414.4,444.1,jedan od njih je nprmr danas dao izjavu da to nije da funkcije poslovnika nije plaćena jer on  tamo ne radi nego prima paušal da li je to prihvati i da ne planira da podnese ostavku reći vobrati miruvo siljevićuću dobio sam sapianjbateva siljevića da li ako bi se odreko plate svoje evo moralo da podnes e mesto itdnarano da se nerezimo za jednog funkcionera govori a osvima za bilo koga jedna plata jedna funkcijai
audio/p8YqI2w-r9Y.wav,444.1,471.5,jedan čovjek jasno je rečeno da li želi da bude precjed ini skupštine izvolite budete predcjedni skupštine radite svoj posao 8 sati na tom postupku i ste izabrali pomoznite ađnima ni građania pantelaja da žive bolje ili su predjelite budet narodni poslanik to što mi primate pa ušel samo tamo 3040kl pa što to znači a vam primate platu jedno mjesto uzmiti i radite ga valjano
audio/p8YqI2w-r9Y.wav,471.5,500.9,uzbete posetite se tog postozposćedakle 15.7e je dan dokazaekad ore izvršdobovesti predsjedništvo stranke od funkcionale srpske prestranke iispooštome ree jasno za mjenik gradonačelnika ništa koje i visoki funkcionarni srpski napredne stranke više puta ji u posljednjih nekoliko mjeseci prozivao novinare vređuje h i nozivaou američkim plaćenicima tvrdio da dobiju instrukcije
audio/p8YqI2w-r9Y.wav,500.9,528.4,izinostranstva to je terminologije koji je korijćena pre nekih 20tak godina srpska nampredna stranka i njeni funkcioneri unišu govorim i o javnim funkcionerima kao što je gradonačelnik npr su odbili da reaguju i da bi na bilo koja način komentare šu ili to osude kakav je stav uopte stranke nismo imalidirektr
audio/p8YqI2w-r9Y.wav,528.4,555.8,apsolutno je ste goli staka esudila stranka pričamo o stananici pričam o našem predsjedniku pričam o predsjedniu san toga nije bilo javno pa ja ne znam zašto vi niste došli do takve informacije apsolutno se sraćam tog dješavanja i apsolutno smo sudili i došli je do smene tog direktora jeli tako izabran je drugi direktor zani drugi direktor došlo je do smene apsolutno suđujemo takvu priču vi novinari morate odraditi svoj posao da
audio/p8YqI2w-r9Y.wav,555.8,573.8,objektivno obaviještae građane sam u tome i to je stav stranke svakon funkcionera stranke mora da bude na raspolaganju vama novinarima pričamo to koji čovjek iz medija da bude na raspolaganju  nama se ne sižiupitanja koja vi postavljate ali mi nismo tu da bi se bilo što nama svidjelo nego da damo
audio/p8YqI2w-r9Y.wav,573.8,595.5,odgovorno ono što radimo kao javne ličnosti kao nosioce funkcije jesmo za to i apsolutno i ja sad osuđujm takve star pogotovo što se radi o čovjeka ovidar dobro s obzirom da se to već ponavlja nekoliko puta i da nije naišlo na javnom osudu da li će javne osude biti i da li će možda biti još neki sanupravo oo što samam rekao to jet javn osuda
audio/p8YqI2w-r9Y.wav,595.5,623.1,i mene kao potpredsjednika srpske napredne stranke alije nai način ljudi koji to budu radili biti ne govorimo sada samo o srankonaravno sa njima da prouzgovaramo o tome jer moj stav stav predsjednika stranke je u protak ako svatko od nas hoiek od predsjednika stranke možde bud na raspolaganju domjeru znate šta je se pisano aleksandru učiću protaklo znate li šta se izmišljeno aleksandruić znate li šta su se izmisili za aleksandruučić stojački je podmet celutu pričui
audio/p8YqI2w-r9Y.wav,623.1,652.8,da ne ponavljam jer je nusno ponavljati takve stvari šta je se bilo po novina moiosa ručićpo televizijuposjom ostalo šta su sve neki pojedini tkudi naručili a mi to znamo da jesu naručili kadai gde šta su tražile se pa izdražomdobro ali ako neko objavi nešto što je netočno po sviji zakonski mehanizmi i zakon o infomianju tu predviđa sankcije postoji regulatorna tela vi znate da u mnogim medijima sad u ovom trenutku nude se javno
audio/p8YqI2w-r9Y.wav,652.8,681.9,50 eura ili 100 eura za paparat cu sliku ko uslika javnu ličnost političara ko du v imate mnogo puzmite pogledajte na internetu koliko ima takvih ponuda nude tau znači prostor mi smo javne ličnosti prihvatili pa čak i zakon koji smo donijeli pre s dana vidjeti sami da smo bili jako liberalni e znači nismo željeli nikako novinarima i medijima napravjimo bilokakvu opstrukciju da oni mogu slobodno ratiti čak smo sebi stavili
audio/p8YqI2w-r9Y.wav,681.9,702.4,da kažem na metu da može svako da d god izađite u restora de god da mogu da va sliku i vi to morate prihvatiti kao javnoreč prema tome pogledajte samkoliko imate sajtu je se nudi novac za slike pojedinih političara pogledajte koliko izlaze po ostalim novinama
audio/p8YqI2w-r9Y.wav,702.4,730.0,isoslike te prošine crans znate ja žurim kad prelazi prošački prjelaz ako buhvati na pola da me neku dusli ali prostor smo prihvatili to i svi funkcioneri s sasaeu ure da znaju da more dabudu primjer građania dobro d iskoristimo priliku da vas pitam i kao ministra odbrane vratili ste se nedavno iz velsa ako ne griješim e sanita natoa pojavile su informacije u srpskim medijima da  da
audio/p8YqI2w-r9Y.wav,730.0,760.0,sadamride eu u opštitne međunarodna zajednica navodno vrše pritisak na srbiju da se ugasi humanitarni centar unišu rupski humanitarni centar ima li istine u tome ne upravo to znate i kao političari stalno ste izloženi da netko srbi da za pravo da spinie netko kako mi to popularno kažemo spitnu neko informaciju da nalazi toga srbija je 2010. godine prihvatila punopravno članstvo
audio/p8YqI2w-r9Y.wav,760.0,788.7,u partnerstvu zamir sa na to prije toga su 206. godine od strane tadašnje vlade prihvaćeno da se u vojsku srbije uvedu nato standardi to malo građano srbija zna čak 2008. godine bilo nagošto daće srbije oduđe na to ezite pričjem ovremenskim odrednicama i jasno zradi srbija je vojno izabrala 2010. godine iskuštine sam usvojila da je vojno neutralno državaii
audio/p8YqI2w-r9Y.wav,788.7,816.7,što znači da mi u ovom trenutku imamo prijatelji nistuzadu imamo prijatelje i u ruskoj federaciji imamo prijatejmiunakdržava srbija i ova vlada srbija je jasno predjelila s imali isti tuda se tražim samo vas molim da odgovorim zato što znam oprilike šta se sve dešavalo ko tog sumita natoa srbija se predjelila eu i tu jedan od segmenatna pregovora jest upravo zajednička bezgledost što se tiče centra unižu
audio/p8YqI2w-r9Y.wav,816.7,837.6,srbija i vojska srbije pre svih i pre mupa svoj deo postaje i obavezu odradili tu su jasno definisani ciljevi tog centra on znate ne možemo da se odreknemo onih sletanja aviona kada smo imali velike požare ne možemo pomoći koji su nam iz ruske federacije postali kada smo imali poplave sada
audio/p8YqI2w-r9Y.wav,837.6,867.5,zimuska da smo imali veliki problem i mi razvijamo taj centar i znači neistina ti su informacije apsolutno da je bilo ko na nas vrši bilo kakav pritisak da se taj centar ugasi ne mi razvijamo i taj centar da se nadam da do krad14. godine bude a ča kasem upsrbije bude završen do kraja u pripremi emisije smo pomenuli žande merio radi se na preseljenju pa upravo su krenuli pregovori ekspertskih grupa tu proto što kažem ništa ne može da ide bez širegijonag foruma ljudi
audio/p8YqI2w-r9Y.wav,867.5,889.1,koji se pitu za mnoge sfere i mupuju vojci radimo na tome da enrmeriju niški odred prebacimo u kaserenubiu gaić koja je neto prazna niz hodina i da u slučaju naravno prodajee kroz mastere planpošto je ona oglašeno maste planu vojske srbije da onda tu prebacimo da moraju da napustiti taj objekt
audio/p8YqI2w-r9Y.wav,889.1,918.1,iskreno nadamo se da ako je ništo potrebno razvije sotrodanu industrijsku zonu da ima interesda možda duvanjske industrije e oriširia tu stranu da se njima zato i pravimo tu klauzulu ugovorada u roku ako nađemo kupca u roku od 6 mjeseci ala ali prostorno tamo nije usluvno i očekujemo bolje uslove uto glasani za određene rmerije hvala m što ste bili naš gost razgovarali smo sa bratislavom gašiće ministrom odbrane srbije i potpredsjedniku srpske napredne stranke ovoe misija 15 minuta
audio/p8YqI2w-r9Y.wav,918.1,921.5,u ime predreg blagois
audio/75kmHop4xIw.wav,11.0,40.1,žitelji nekih naselja pored timoka toplice južne morave moravice i njiševe uskr su proveli strepeći za svoje porodice i kuće goste misije e 15 minuta žarko domnjanović načelnik uprave za madrednu situacije u nšu gi domnjanoviću gdje je sada situacija najkritičnije što se poplova tiče bar na teritorij koju vi pokrii
audio/75kmHop4xIw.wav,40.1,69.6,svi nivo i reka vodo tokova su opadanja evo informacije jutro su u 7 sati nivo južne morajeve nakotio 260 što je mnogo niže od kote varedne odbajna poplavak koji iznosi 40 0 a gdje su stanovnici sada najugroženiji gdje je najlošija situacija pa mli najlošie situacije opet u doljecu mi smo imali subotuvnu evakuaciju 60 žiitelja iz 30ak domova
audio/75kmHop4xIw.wav,69.6,96.7,oni su smješteni u objektu doma kulture ono što je bila naša obaveza odnosno naše mogućnos to je da te ljude nekako zbrinemo kad je riječ znači o smještaju ćemad ima vodi hranit ima ima dovoljno svega toga 104 smo oa preuzeli i srpskorusko humanitarnog cnta to je upće na dole kao i mulnje pumpe ispupavanje vodi iz
audio/75kmHop4xIw.wav,96.7,125.1,podrumak tih kuće koji su pohvaljeni na kakva je danas situacija lxnsada danas situacija je povoljnije kad je riječ o vodustoku južmi morare pogotovo u vitkovcu ekipe lokalne samouprave odnosno mjesto znajenici vitkovac dalje rade na ojačanju tih nasipa bedema tako da se nadam da ćemo prihvatiti eventualni neki možda drugi
audio/75kmHop4xIw.wav,125.1,151.3,manji talas koji se najavljuju zbog padavina novih padavina odnosno otukljavanja snega zakopovoniha ili drugih planina gdje imostea malo če ste dobili informaciju da je dvoje dece upalo u reku blizu nasilja tešica jeli tako kak nažalost jeste prva informacija iz prve ruki što se ona kaže dvoje dece upalo u reku turiju kao nasilje o teškiceaa
audio/75kmHop4xIw.wav,151.3,180.6,atropasklačke ekipe su na terenu imost to to pratim rićemo šta ćemo učiniti u kojoj fazi fazi ispasavljemo na kakvo je procedura u takvoj situaciji kojo ide na lice mjesta koliko vremena treba da stignu da li ima dovoljno kapaciteta na lice mesta vatrogasi spasjeci normno mi imamo tim za spasavanje od poplava i na vodi tako da je taj tim potpuno opremljen i norma iznišaomo je potrebno
audio/75kmHop4xIw.wav,180.6,205.0,i sam j znate dotešii da desetak minuta međutim natrovast spassjirna ekipa iz alexince iz naše jedinice i odmah upućenaju neto bližu tamo pa se nadam da ćemo usprješno obavitioliko puta su te ekipe dosada reagovala bezbrij puta oni su nostop na terenu oobilanscima praćenju u vodotolkova mivoa reka itd pomažu
audio/75kmHop4xIw.wav,205.0,227.9,i našim građanima stanovištvo na iscrpljavanju vode ali onda kad se bude nivo vode u reci južnoj moravi odnosno topisi kompletno povuče tek onda ima efekta ispumpavati vodu iz popladnih podroma neji pokrivate čitav nišavski okrug znači niš doljevac svrljig aleksina merošina građenh
audio/75kmHop4xIw.wav,227.9,257.9,i sada je trebalo da se reaguje gotovo u svim tim mestima jer ima dovoljno kapaciteta za tim da akcije budu sprovedene na vrijeme i da budu kvalitetne kapaciteta ima doljna znate međutim naš problem ne samo na području miništarskog upravno okru nego na području sele rh srbije je neblago vremema sprodene preventivn mera odbrojnog poplova šta to znači znači čišćjenje kanala vodotokola uređenje nasipa itd
audio/75kmHop4xIw.wav,257.9,282.0,dalje naš naša ta navika da kažem usanavika  nosto aperlini te istu pričamo o godinama odnos naših ljudi prema tim vodotocima recimo evo putinskoj reci smo imali svega i slačina tou su bili iz školskih starijih vozila ćeba ida ne pričaošta drugo itd pa je došlo do začepljenja
audio/75kmHop4xIw.wav,282.0,308.4,vode nazoviga most mada nije to most nego propust koga smo rušili da sada pet puta na kutinjskoj reci na ulivu kutinjske rekiji reko mišau jutros smo počeli odnosno ju erozija da kompletno sruše taj propust i da jeda re za sva vremena završimo tu priču da na toj lokaciji lokalitetu nema više problema
audio/75kmHop4xIw.wav,308.4,329.9,lokalne samouprave su sklomno zakona o arinistacijama u obavezi da sprovode taj zakon i da preduzimao blagovremeno mjere na vodotocima drugog reda za vodotoke prvog reda zna se kojesrbije vode tamo gdje je utvrda itd kad je rečo mišu i i zmišljali nismo imali tog oproblema
audio/75kmHop4xIw.wav,330.6,359.6,od građana nasilja nikolotesla kojem se nalazi o taj most ost mislim koji su sami propusti koji su oni sami pravili i kažu da im je neophodan javili su nam da postoji još jedan sličan most na to isto i reci ali da on recimo nije uklonjen o čemu je re bitan je ovajpue nisu gaonisamipraviigpra
audio/75kmHop4xIw.wav,359.6,388.6,to su neke cevi fi hilud milimetara znači propust pa smo pre ve godine srušili jedan dio da bi voda zato što on stvori branu začaljenja če stvori branu i da se ne bi  kuće uzvono bile poplavljeni mi smo to rušili sada smo jednu polovinu sruši da bi voda prošla međutim odoprivredni centar donio naredbu ono što sam rekao da se kompletno poruši i da se leva utvrda
audio/75kmHop4xIw.wav,388.6,411.7,putvrda kutinske reke kamišavie da li postoji još takvih prepreka na kutinskoj reci oni kažu da postojikuinskoj recii smo imali problema kod lazerog sela međutim zahvaljujući blagoveme intervencijama odnosno preneti mimerama taj deo vodotok je uređen ovog puta stvarno nismo imali nitaig problema i zahvaljujući jugoistoku jedna
audio/75kmHop4xIw.wav,411.7,431.1,grafstanica izmještana blagovremenma tako da je to naselje vazaro na selo ooput imalo sueć za razliku od prethodnih godina kad je bilo bilopoplave i imali smo problema i u samom naselju gžh gdje nije bila podignuta ustava koje je bila napravljena za potrebe kupavište
audio/75kmHop4xIw.wav,431.1,453.6,ali dobro zahvaljujući koom preduzeću gađee han uspjeli smo da zaštitimo ili odbranimo de nove stambene zgrade koje je donirala u eu tako da i tu nije bilo problema bilo e neki sitni da kažem uslugno sitni plavljanjem nizvodno ali situaci ja novo povojenego prethenigodina
audio/75kmHop4xIw.wav,453.6,480.4,zčiće kao predsjednik štaba za vantredne situacije je kritikovao lokalne samouprave zamero im na tome da ne vodi dovoljno računa o svojim vodotokovima da li vi smatrate da su lokalne samouprave odgovorne za posljedice ovih sada
audio/75kmHop4xIw.wav,480.4,510.4,ne pune nego da  šutom imaloprije sa napomenuo razno razlnim materijalima da ne pričam sada ovdje to je njihov obvezn nadaida čiste vodotog e drugog reda tamo gdje nisu uređeni normal a ne da pravimo s neki što i deponira zno razlih stari da li postoje inspekcije koje bi time trebalo da se pzašto ne rade te inspekcije naravno da postojed pa ne znam zašto ne rade da to je komunalni inspekciji i drugi inspekciji ali ja
audio/75kmHop4xIw.wav,510.4,534.8,no to kažem svatko mora odraditii svoj dio posla od republike znači od repubtičkog štaba dole do općih stava za nesitacija odnosno lokalnih samouprava i drugih komunalni drugih preduzeća organi organizacije koje su opremljene i osposobljene za izvršavanje ovakve zadate  na terenu što ste uočili te postoji da li postoji možda
audio/75kmHop4xIw.wav,534.8,564.3,neki nedostatak u organizaciji posla iako postoji šta bi to bilo pa vedite o je svi štabaj zavaastacie počeo okružno štava zsci e sem jedan načilneštava po funkciji ako vanad je mištarskog upravnog okruga su u stalnom zasjedanju u stalno mobilnosti da ustavno kažem znači mi nosto pratimo situaciju na terenu kao što ste vidjeli malopred znači kad je riječ o lokalnim samoupravama
audio/75kmHop4xIw.wav,564.3,592.4,doljevac ali s ig nismo imali problema sa organizacijom aktivnostima od komadanata štavao koji su i predsjednici opština pa doponi njihovih komoli preduzeća i drugih organi organizacija ja ovom priliko mora da pohvalim predsjavnika mese zajednice nasi sela vitkovac kojije zahvaljujući činjenici da je imao vo svojem vlasništvu bager da je on organizao
audio/75kmHop4xIw.wav,592.4,622.2,stanovnike vitkovca i da su oni jedno 45sati 1500 mera napravili opremeni nasilj zemljair i time spriječili plavljenje dela nasilja sela vitkovcai sela vitkovca koja je 10 imali katastrofalnu poplava a kako se građani inače ponašaju da li oni znaju kako treba da reaguju u situaciji kada kako treba se suoče sa poplavom kako tada treba da se ponašaju da li su im formisani o tome
audio/75kmHop4xIw.wav,622.2,643.6,pa građani su u suštini iniformisani znate mi smo pobelili neke brošure odnosnoda upusao o ponašanju u varednim situacijama odnosno elmentu nepogodu da li su to poplave zemljotresi požari itd znatej da li se to čita ili neći ta naš je bila da mi to distripuiramo al su oni pravili neke greške
